ID,year,party,race
7362,2019,Republican,Caucasian
7363,2019,Democrat,Caucasian
7364,2019,Republican,Caucasian
7365,2019,Independent,Caucasian
7366,2019,Democrat,Caucasian
7367,2019,Republican,Caucasian
7368,2019,Republican,Caucasian
7369,2019,Republican,Caucasian
7370,2019,Democrat,Caucasian
7371,2019,Republican,Caucasian
7372,2019,Republican,Caucasian
7373,2019,Democrat,Caucasian
7374,2019,Democrat,Caucasian
7375,2019,Republican,Caucasian
7376,2019,Republican,Caucasian
7377,2019,Democrat,Caucasian
7378,2019,Democrat,Caucasian
7379,2019,Independent,Caucasian
7380,2019,Republican,Caucasian
7381,2019,Republican,Caucasian
7382,2019,Republican,Caucasian
7383,2019,Democrat,Caucasian
7384,2019,Republican,Caucasian
7385,2019,Democrat,Caucasian
7386,2019,Republican,Caucasian
7387,2019,Republican,Caucasian
7388,2019,Democrat,Caucasian
7389,2019,Independent,Caucasian
7390,2019,Republican,Caucasian
7391,2019,Independent,Caucasian
7392,2019,Democrat,Caucasian
7393,2019,Independent,Caucasian
7394,2019,Republican,Caucasian
7395,2019,Independent,Caucasian
7396,2019,Independent,Caucasian
7397,2019,Unsure/Refused,Caucasian
7398,2019,Democrat,Caucasian
7399,2019,Democrat,Caucasian
7400,2019,Independent,Caucasian
7401,2019,Republican,Caucasian
7402,2019,Democrat,Caucasian
7403,2019,Republican,Caucasian
7404,2019,Independent,Caucasian
7405,2019,Independent,Caucasian
7406,2019,Republican,Caucasian
7407,2019,Democrat,Caucasian
7408,2019,Independent,Caucasian
7409,2019,Democrat,Caucasian
7410,2019,Democrat,Caucasian
7411,2019,Independent,Caucasian
7412,2019,Republican,Caucasian
7413,2019,Republican,Caucasian
7414,2019,Democrat,Caucasian
7415,2019,Democrat,Caucasian
7416,2019,Independent,Caucasian
7417,2019,Independent,Caucasian
7418,2019,Independent,Caucasian
7419,2019,Republican,Caucasian
7420,2019,Republican,Caucasian
7421,2019,Independent,Caucasian
7422,2019,Independent,Caucasian
7423,2019,Republican,Caucasian
7424,2019,Independent,Caucasian
7425,2019,Unsure/Refused,Caucasian
7426,2019,Independent,Caucasian
7427,2019,Independent,Caucasian
7428,2019,Independent,Caucasian
7429,2019,Independent,Caucasian
7430,2019,Unsure/Refused,Caucasian
7431,2019,Republican,Caucasian
7432,2019,Democrat,Caucasian
7433,2019,Republican,Caucasian
7434,2019,Republican,Caucasian
7435,2019,Independent,Caucasian
7436,2019,Republican,Caucasian
7437,2019,Independent,Caucasian
7438,2019,Republican,Caucasian
7439,2019,Independent,Caucasian
7440,2019,Unsure/Refused,Caucasian
7441,2019,Independent,Caucasian
7442,2019,Independent,Caucasian
7443,2019,Republican,Caucasian
7444,2019,Democrat,Caucasian
7445,2019,Republican,Caucasian
7446,2019,Independent,Caucasian
7447,2019,Republican,Caucasian
7448,2019,Independent,Caucasian
7449,2019,Democrat,Caucasian
7450,2019,Democrat,Caucasian
7451,2019,Democrat,Caucasian
7452,2019,Democrat,Caucasian
7453,2019,Republican,Caucasian
7454,2019,Republican,Caucasian
7455,2019,Republican,Caucasian
7456,2019,Democrat,Caucasian
7457,2019,Independent,Caucasian
7458,2019,Republican,Caucasian
7459,2019,Independent,Caucasian
7460,2019,Independent,Caucasian
7461,2019,Republican,Caucasian
7462,2019,Democrat,Caucasian
7463,2019,Republican,Caucasian
7464,2019,Democrat,Caucasian
7465,2019,Independent,Caucasian
7466,2019,Independent,Caucasian
7467,2019,Independent,Caucasian
7468,2019,Democrat,Caucasian
7469,2019,Republican,Caucasian
7470,2019,Democrat,Caucasian
7471,2019,Democrat,Caucasian
7472,2019,Democrat,Caucasian
7473,2019,Democrat,Caucasian
7474,2019,Independent,Caucasian
7475,2019,Democrat,Caucasian
7476,2019,Republican,Caucasian
7477,2019,Democrat,Caucasian
7478,2019,Unsure/Refused,Caucasian
7479,2019,Democrat,Caucasian
7480,2019,Democrat,Caucasian
7481,2019,Independent,Caucasian
7482,2019,Republican,Caucasian
7483,2019,Republican,Caucasian
7484,2019,Republican,Caucasian
7485,2019,Republican,Caucasian
7486,2019,Independent,Caucasian
7487,2019,Democrat,Caucasian
7488,2019,Democrat,Caucasian
7489,2019,Republican,Caucasian
7490,2019,Republican,Caucasian
7491,2019,Republican,Caucasian
7492,2019,Republican,Caucasian
7493,2019,Democrat,Caucasian
7494,2019,Independent,Caucasian
7495,2019,Republican,Caucasian
7496,2019,Republican,Caucasian
7497,2019,Independent,Caucasian
7498,2019,Independent,Caucasian
7499,2019,Independent,Caucasian
7500,2019,Republican,Caucasian
7501,2019,Democrat,Caucasian
7502,2019,Unsure/Refused,Caucasian
7503,2019,Republican,Caucasian
7504,2019,Democrat,Caucasian
7505,2019,Democrat,Caucasian
7506,2019,Democrat,Caucasian
7507,2019,Independent,Caucasian
7508,2019,Democrat,Caucasian
7509,2019,Independent,Caucasian
7510,2019,Independent,Caucasian
7511,2019,Republican,Caucasian
7512,2019,Republican,Caucasian
7513,2019,Democrat,Caucasian
7514,2019,Independent,Caucasian
7515,2019,Republican,Caucasian
7516,2019,Republican,Caucasian
7517,2019,Independent,Caucasian
7518,2019,Independent,Caucasian
7519,2019,Independent,Caucasian
7520,2019,Republican,Caucasian
7521,2019,Democrat,Caucasian
7522,2019,Independent,Caucasian
7523,2019,Democrat,Caucasian
7524,2019,Independent,Caucasian
7525,2019,Democrat,Caucasian
7526,2019,Republican,Caucasian
7527,2019,Republican,Caucasian
7528,2019,Independent,Caucasian
7529,2019,Democrat,Caucasian
7530,2019,Republican,Caucasian
7531,2019,Democrat,Caucasian
7532,2019,Republican,Caucasian
7533,2019,Republican,Caucasian
7534,2019,Independent,Caucasian
7535,2019,Independent,Caucasian
7536,2019,Democrat,Caucasian
7537,2019,Republican,Caucasian
7538,2019,Republican,Caucasian
7539,2019,Democrat,Caucasian
7540,2019,Republican,Caucasian
7541,2019,Republican,Caucasian
7542,2019,Independent,Caucasian
7543,2019,Unsure/Refused,Caucasian
7544,2019,Independent,Caucasian
7545,2019,Democrat,Caucasian
7546,2019,Independent,Caucasian
7547,2019,Independent,Caucasian
7548,2019,Independent,Caucasian
7549,2019,Democrat,Caucasian
7550,2019,Republican,Caucasian
7551,2019,Republican,Caucasian
7552,2019,Independent,Caucasian
7553,2019,Independent,Caucasian
7554,2019,Independent,Caucasian
7555,2019,Independent,Caucasian
7556,2019,Republican,Caucasian
7557,2019,Democrat,Caucasian
7558,2019,Democrat,Caucasian
7559,2019,Republican,Caucasian
7560,2019,Republican,Caucasian
7561,2019,Independent,Caucasian
7562,2019,Republican,Caucasian
7563,2019,Independent,Caucasian
7564,2019,Republican,Caucasian
7565,2019,Democrat,Caucasian
7566,2019,Democrat,Caucasian
7567,2019,Republican,Caucasian
7568,2019,Independent,Caucasian
7569,2019,Democrat,Caucasian
7570,2019,Republican,Caucasian
7571,2019,Independent,Caucasian
7572,2019,Independent,Caucasian
7573,2019,Independent,Caucasian
7574,2019,Independent,Caucasian
7575,2019,Republican,Caucasian
7576,2019,Republican,Caucasian
7577,2019,Independent,Caucasian
7578,2019,Independent,Caucasian
7579,2019,Independent,Caucasian
7580,2019,Democrat,Caucasian
7581,2019,Democrat,Caucasian
7582,2019,Republican,Caucasian
7583,2019,Democrat,Caucasian
7584,2019,Republican,Caucasian
7585,2019,Independent,Caucasian
7586,2019,Independent,Caucasian
7587,2019,Democrat,Caucasian
7588,2019,Democrat,Caucasian
7589,2019,Independent,Caucasian
7590,2019,Independent,Caucasian
7591,2019,Independent,Caucasian
7592,2019,Independent,Caucasian
7593,2019,Democrat,Caucasian
7594,2019,Democrat,Caucasian
7595,2019,Independent,Caucasian
7596,2019,Independent,Caucasian
7597,2019,Republican,Caucasian
7598,2019,Republican,Caucasian
7599,2019,Democrat,Caucasian
7600,2019,Republican,Caucasian
7601,2019,Republican,Caucasian
7602,2019,Republican,Caucasian
7603,2019,Democrat,Caucasian
7604,2019,Republican,Caucasian
7605,2019,Republican,Caucasian
7606,2019,Republican,Caucasian
7607,2019,Independent,Caucasian
7608,2019,Independent,Caucasian
7609,2019,Democrat,Caucasian
7610,2019,Republican,Caucasian
7611,2019,Democrat,Caucasian
7612,2019,Democrat,Caucasian
7613,2019,Republican,Caucasian
7614,2019,Democrat,Caucasian
7615,2019,Independent,Caucasian
7616,2019,Republican,Caucasian
7617,2019,Independent,Caucasian
7618,2019,Republican,Caucasian
7619,2019,Unsure/Refused,Caucasian
7620,2019,Independent,Caucasian
7621,2019,Democrat,Caucasian
7622,2019,Independent,Caucasian
7623,2019,Republican,Caucasian
7624,2019,Independent,Caucasian
7625,2019,Democrat,Caucasian
7626,2019,Democrat,Caucasian
7627,2019,Independent,Caucasian
7628,2019,Independent,Caucasian
7629,2019,Republican,Caucasian
7630,2019,Democrat,Caucasian
7631,2019,Independent,Caucasian
7632,2019,Democrat,Caucasian
7633,2019,Independent,Caucasian
7634,2019,Independent,Caucasian
7635,2019,Republican,Caucasian
7636,2019,Republican,Caucasian
7637,2019,Republican,Caucasian
7638,2019,Democrat,Caucasian
7639,2019,Republican,Caucasian
7640,2019,Republican,Caucasian
7641,2019,Independent,Caucasian
7642,2019,Independent,Caucasian
7643,2019,Democrat,Caucasian
7644,2019,Republican,Caucasian
7645,2019,Democrat,Caucasian
7646,2019,Independent,Caucasian
7647,2019,Republican,Caucasian
7648,2019,Democrat,Caucasian
7649,2019,Unsure/Refused,Caucasian
7650,2019,Republican,Caucasian
7651,2019,Independent,Caucasian
7652,2019,Republican,Caucasian
7653,2019,Republican,Caucasian
7654,2019,Republican,Caucasian
7655,2019,Republican,Caucasian
7656,2019,Republican,Caucasian
7657,2019,Republican,Caucasian
7658,2019,Republican,Caucasian
7659,2019,Republican,Caucasian
7660,2019,Independent,Caucasian
7661,2019,Democrat,Caucasian
7662,2019,Independent,Caucasian
7663,2019,Republican,Caucasian
7664,2019,Republican,Caucasian
7665,2019,Democrat,Caucasian
7666,2019,Democrat,Caucasian
7667,2019,Independent,Caucasian
7668,2019,Independent,Caucasian
7669,2019,Democrat,Caucasian
7670,2019,Republican,Caucasian
7671,2019,Democrat,Caucasian
7672,2019,Democrat,Caucasian
7673,2019,Independent,Caucasian
7674,2019,Republican,Caucasian
7675,2019,Republican,Caucasian
7676,2019,Democrat,Caucasian
7677,2019,Republican,Caucasian
7678,2019,Democrat,Caucasian
7679,2019,Democrat,Caucasian
7680,2019,Independent,Caucasian
7681,2019,Independent,Caucasian
7682,2019,Democrat,Caucasian
7683,2019,Republican,Caucasian
7684,2019,Independent,Caucasian
7685,2019,Republican,Caucasian
7686,2019,Independent,Caucasian
7687,2019,Republican,Caucasian
7688,2019,Independent,Caucasian
7689,2019,Democrat,Caucasian
7690,2019,Independent,Caucasian
7691,2019,Republican,Caucasian
7692,2019,Independent,Caucasian
7693,2019,Independent,Caucasian
7694,2019,Republican,Caucasian
7695,2019,Independent,Caucasian
7696,2019,Democrat,Caucasian
7697,2019,Republican,Caucasian
7698,2019,Democrat,Caucasian
7699,2019,Republican,Caucasian
7700,2019,Independent,Caucasian
7701,2019,Democrat,Caucasian
7702,2019,Independent,Caucasian
7703,2019,Democrat,Caucasian
7704,2019,Independent,Caucasian
7705,2019,Independent,Caucasian
7706,2019,Republican,Caucasian
7707,2019,Republican,Caucasian
7708,2019,Unsure/Refused,Caucasian
7709,2019,Independent,Caucasian
7710,2019,Republican,Caucasian
7711,2019,Independent,Caucasian
7712,2019,Independent,Caucasian
7713,2019,Independent,Caucasian
7714,2019,Independent,Caucasian
7715,2019,Independent,Caucasian
7716,2019,Independent,Caucasian
7717,2019,Independent,Caucasian
7718,2019,Independent,Caucasian
7719,2019,Independent,Caucasian
7720,2019,Democrat,Caucasian
7721,2019,Republican,Caucasian
7722,2019,Democrat,Caucasian
7723,2019,Republican,Caucasian
7724,2019,Republican,Caucasian
7725,2019,Independent,Caucasian
7726,2019,Republican,Caucasian
7727,2019,Republican,Caucasian
7728,2019,Democrat,Caucasian
7729,2019,Republican,Caucasian
7730,2019,Republican,Caucasian
7731,2019,Independent,Caucasian
7732,2019,Independent,Caucasian
7733,2019,Republican,Caucasian
7734,2019,Republican,Caucasian
7735,2019,Democrat,Caucasian
7736,2019,Democrat,Caucasian
7737,2019,Independent,Caucasian
7738,2019,Independent,Caucasian
7739,2019,Democrat,Caucasian
7740,2019,Democrat,Caucasian
7741,2019,Independent,Caucasian
7742,2019,Democrat,Caucasian
7743,2019,Republican,Caucasian
7744,2019,Republican,Caucasian
7745,2019,Republican,Caucasian
7746,2019,Independent,Caucasian
7747,2019,Democrat,Caucasian
7748,2019,Republican,Caucasian
7749,2019,Independent,Caucasian
7750,2019,Republican,Caucasian
7751,2019,Democrat,Caucasian
7752,2019,Democrat,Caucasian
7753,2019,Republican,Caucasian
7754,2019,Independent,Caucasian
7755,2019,Democrat,Caucasian
7756,2019,Democrat,Caucasian
7757,2019,Republican,Caucasian
7758,2019,Democrat,Caucasian
7759,2019,Independent,Caucasian
7760,2019,Democrat,Caucasian
7761,2019,Republican,Caucasian
7762,2019,Independent,Caucasian
7763,2019,Republican,Caucasian
7764,2019,Independent,Caucasian
7765,2019,Republican,Caucasian
7766,2019,Democrat,Caucasian
7767,2019,Democrat,Caucasian
7768,2019,Republican,Caucasian
7769,2019,Independent,Caucasian
7770,2019,Republican,Caucasian
7771,2019,Republican,Caucasian
7772,2019,Democrat,Caucasian
7773,2019,Independent,Caucasian
7774,2019,Independent,Caucasian
7775,2019,Independent,Caucasian
7776,2019,Republican,Caucasian
7777,2019,Democrat,Caucasian
7778,2019,Independent,Caucasian
7779,2019,Democrat,Caucasian
7780,2019,Independent,Caucasian
7781,2019,Independent,Caucasian
7782,2019,Democrat,Caucasian
7783,2019,Independent,Caucasian
7784,2019,Republican,Caucasian
7785,2019,Republican,Caucasian
7786,2019,Independent,Caucasian
7787,2019,Independent,Caucasian
7788,2019,Democrat,Caucasian
7789,2019,Democrat,Caucasian
7790,2019,Republican,Caucasian
7791,2019,Republican,Caucasian
7792,2019,Republican,Caucasian
7793,2019,Republican,Caucasian
7794,2019,Republican,Caucasian
7795,2019,Republican,Caucasian
7796,2019,Independent,Caucasian
7797,2019,Republican,Caucasian
7798,2019,Democrat,Caucasian
7799,2019,Democrat,Caucasian
7800,2019,Republican,Caucasian
7801,2019,Republican,Caucasian
7802,2019,Republican,Caucasian
7803,2019,Republican,Caucasian
7804,2019,Democrat,Caucasian
7805,2019,Democrat,Caucasian
7806,2019,Democrat,Caucasian
7807,2019,Republican,Caucasian
7808,2019,Democrat,Caucasian
7809,2019,Independent,Caucasian
7810,2019,Republican,Caucasian
7811,2019,Democrat,Caucasian
7812,2019,Independent,Caucasian
7813,2019,Republican,Caucasian
7814,2019,Republican,Caucasian
7815,2019,Republican,Caucasian
7816,2019,Republican,Caucasian
7817,2019,Independent,Caucasian
7818,2019,Independent,Caucasian
7819,2019,Democrat,Caucasian
7820,2019,Republican,Caucasian
7821,2019,Republican,Caucasian
7822,2019,Republican,Caucasian
7823,2019,Independent,Caucasian
7824,2019,Independent,Caucasian
7825,2019,Republican,Caucasian
7826,2019,Independent,Caucasian
7827,2019,Democrat,Caucasian
7828,2019,Republican,Caucasian
7829,2019,Independent,Caucasian
7830,2019,Republican,Caucasian
7831,2019,Republican,Caucasian
7832,2019,Democrat,Caucasian
7833,2019,Republican,Caucasian
7834,2019,Republican,Caucasian
7835,2019,Unsure/Refused,Caucasian
7836,2019,Independent,Caucasian
7837,2019,Democrat,Caucasian
7838,2019,Independent,Caucasian
7839,2019,Democrat,Caucasian
7840,2019,Republican,Caucasian
7841,2019,Democrat,Caucasian
7842,2019,Democrat,Caucasian
7843,2019,Independent,Caucasian
7844,2019,Republican,Caucasian
7845,2019,Independent,Caucasian
7846,2019,Republican,Caucasian
7847,2019,Independent,Caucasian
7848,2019,Independent,Caucasian
7849,2019,Republican,Caucasian
7850,2019,Unsure/Refused,Caucasian
7851,2019,Republican,Caucasian
7852,2019,Republican,Caucasian
7853,2019,Unsure/Refused,Caucasian
7854,2019,Independent,Caucasian
7855,2019,Independent,Caucasian
7856,2019,Democrat,Caucasian
7857,2019,Republican,Caucasian
7858,2019,Independent,Caucasian
7859,2019,Democrat,Caucasian
7860,2019,Republican,Caucasian
7861,2019,Independent,Caucasian
7862,2019,Democrat,Caucasian
7863,2019,Republican,Caucasian
7864,2019,Republican,Caucasian
7865,2019,Republican,Caucasian
7866,2019,Democrat,Caucasian
7867,2019,Republican,Caucasian
7868,2019,Democrat,Caucasian
7869,2019,Independent,Caucasian
7870,2019,Unsure/Refused,Caucasian
7871,2019,Independent,Caucasian
7872,2019,Republican,Caucasian
7873,2019,Republican,Caucasian
7874,2019,Independent,Caucasian
7875,2019,Republican,Caucasian
7876,2019,Independent,Caucasian
7877,2019,Independent,Caucasian
7878,2019,Independent,Caucasian
7879,2019,Republican,Caucasian
7880,2019,Democrat,Caucasian
7881,2019,Democrat,Caucasian
7882,2019,Republican,Caucasian
7883,2019,Republican,Caucasian
7884,2019,Independent,Caucasian
7885,2019,Republican,Caucasian
7886,2019,Independent,Caucasian
7887,2019,Independent,Caucasian
7888,2019,Independent,Caucasian
7889,2019,Republican,Caucasian
7890,2019,Republican,Caucasian
7891,2019,Democrat,Caucasian
7892,2019,Independent,Caucasian
7893,2019,Independent,Caucasian
7894,2019,Democrat,Caucasian
7895,2019,Democrat,Caucasian
7896,2019,Democrat,Caucasian
7897,2019,Republican,Caucasian
7898,2019,Republican,Caucasian
7899,2019,Democrat,Caucasian
7900,2019,Independent,Caucasian
7901,2019,Independent,Caucasian
7902,2019,Democrat,Caucasian
7903,2019,Independent,Caucasian
7904,2019,Republican,Caucasian
7905,2019,Independent,Caucasian
7906,2019,Democrat,Caucasian
7907,2019,Democrat,Caucasian
7908,2019,Independent,Caucasian
7909,2019,Republican,Caucasian
7910,2019,Independent,Caucasian
7911,2019,Republican,Caucasian
7912,2019,Democrat,Caucasian
7913,2019,Independent,Caucasian
7914,2019,Independent,Caucasian
7915,2019,Republican,Caucasian
7916,2019,Independent,Caucasian
7917,2019,Democrat,Caucasian
7918,2019,Independent,Caucasian
7919,2019,Republican,Caucasian
7920,2019,Republican,Caucasian
7921,2019,Republican,Caucasian
7922,2019,Republican,Caucasian
7923,2019,Republican,Caucasian
7924,2019,Democrat,Caucasian
7925,2019,Independent,Caucasian
7926,2019,Republican,Caucasian
7927,2019,Independent,Caucasian
7928,2019,Democrat,Caucasian
7929,2019,Democrat,Caucasian
7930,2019,Republican,Caucasian
7931,2019,Republican,Caucasian
7932,2019,Democrat,Caucasian
7933,2019,Republican,Caucasian
7934,2019,Independent,Caucasian
7935,2019,Republican,Caucasian
7936,2019,Independent,Caucasian
7937,2019,Independent,Caucasian
7938,2019,Republican,Caucasian
7939,2019,Independent,Caucasian
7940,2019,Republican,Caucasian
7941,2019,Republican,Caucasian
7942,2019,Republican,Caucasian
7943,2019,Unsure/Refused,Caucasian
7944,2019,Republican,Caucasian
7945,2019,Democrat,Caucasian
7946,2019,Republican,Caucasian
7947,2019,Independent,Caucasian
7948,2019,Republican,Caucasian
7949,2019,Republican,Caucasian
7950,2019,Democrat,Caucasian
7951,2019,Independent,Caucasian
7952,2019,Republican,Caucasian
7953,2019,Republican,Caucasian
7954,2019,Independent,Caucasian
7955,2019,Democrat,Caucasian
7956,2019,Republican,Caucasian
7957,2019,Independent,Caucasian
7958,2019,Republican,Caucasian
7959,2019,Independent,Caucasian
7960,2019,Independent,Caucasian
7961,2019,Republican,Caucasian
7962,2019,Republican,Caucasian
7963,2019,Republican,Caucasian
7964,2019,Democrat,Caucasian
7965,2019,Independent,Caucasian
7966,2019,Independent,Caucasian
7967,2019,Democrat,Caucasian
7968,2019,Independent,Caucasian
7969,2019,Republican,Caucasian
7970,2019,Independent,Caucasian
7971,2019,Independent,Caucasian
7972,2019,Democrat,Caucasian
7973,2019,Democrat,Caucasian
7974,2019,Republican,Caucasian
7975,2019,Democrat,Caucasian
7976,2019,Independent,Caucasian
7977,2019,Republican,Caucasian
7978,2019,Democrat,Caucasian
7979,2019,Republican,Caucasian
7980,2019,Democrat,Caucasian
7981,2019,Independent,Caucasian
7982,2019,Independent,Caucasian
7983,2019,Unsure/Refused,Caucasian
7984,2019,Democrat,Caucasian
7985,2019,Democrat,Caucasian
7986,2019,Republican,Caucasian
7987,2019,Independent,Caucasian
7988,2019,Independent,Caucasian
7989,2019,Unsure/Refused,Caucasian
7990,2019,Republican,Caucasian
7991,2019,Democrat,Caucasian
7992,2019,Independent,Caucasian
7993,2019,Independent,Caucasian
7994,2019,Independent,Caucasian
7995,2019,Republican,Caucasian
7996,2019,Democrat,Caucasian
7997,2019,Independent,Caucasian
7998,2019,Democrat,Caucasian
7999,2019,Independent,Caucasian
8000,2019,Democrat,Caucasian
8001,2019,Unsure/Refused,Caucasian
8002,2019,Independent,Caucasian
8003,2019,Democrat,Caucasian
8004,2019,Democrat,Caucasian
8005,2019,Independent,Caucasian
8006,2019,Republican,Caucasian
8007,2019,Republican,Caucasian
8008,2019,Republican,Caucasian
8009,2019,Independent,Caucasian
8010,2019,Independent,Caucasian
8011,2019,Independent,Caucasian
8012,2019,Democrat,Caucasian
8013,2019,Republican,Caucasian
8014,2019,Democrat,Caucasian
8015,2019,Democrat,Caucasian
8016,2019,Independent,Caucasian
8017,2019,Independent,Caucasian
8018,2019,Democrat,Caucasian
8019,2019,Republican,Caucasian
8020,2019,Democrat,Caucasian
8021,2019,Republican,Caucasian
8022,2019,Democrat,Caucasian
8023,2019,Republican,Caucasian
8024,2019,Independent,Caucasian
8025,2019,Democrat,Caucasian
8026,2019,Democrat,Caucasian
8027,2019,Democrat,Caucasian
8028,2019,Republican,Caucasian
8029,2019,Republican,Caucasian
8030,2019,Independent,Caucasian
8031,2019,Independent,Caucasian
8032,2019,Democrat,Caucasian
8033,2019,Democrat,Caucasian
8034,2019,Democrat,Caucasian
8035,2019,Democrat,Caucasian
8036,2019,Democrat,Caucasian
8037,2019,Independent,Caucasian
8038,2019,Republican,Caucasian
8039,2019,Republican,Caucasian
8040,2019,Independent,Caucasian
8041,2019,Republican,Caucasian
8042,2019,Independent,Caucasian
8043,2019,Democrat,Caucasian
8044,2019,Republican,Caucasian
8045,2019,Democrat,Caucasian
8046,2019,Democrat,Caucasian
8047,2019,Republican,Caucasian
8048,2019,Independent,Caucasian
8049,2019,Democrat,Caucasian
8050,2019,Independent,Caucasian
8051,2019,Democrat,Caucasian
8052,2019,Independent,Caucasian
8053,2019,Unsure/Refused,Caucasian
8054,2019,Independent,Caucasian
8055,2019,Republican,Caucasian
8056,2019,Republican,Caucasian
8057,2019,Republican,Caucasian
8058,2019,Republican,Caucasian
8059,2019,Democrat,Caucasian
8060,2019,Independent,Caucasian
8061,2019,Independent,Caucasian
8062,2019,Republican,Caucasian
8063,2019,Independent,Caucasian
8064,2019,Republican,Caucasian
8065,2019,Democrat,Caucasian
8066,2019,Independent,Caucasian
8067,2019,Independent,Caucasian
8068,2019,Democrat,Caucasian
8069,2019,Independent,Caucasian
8070,2019,Independent,Caucasian
8071,2019,Independent,Caucasian
8072,2019,Independent,Caucasian
8073,2019,Independent,Caucasian
8074,2019,Republican,Caucasian
8075,2019,Republican,Caucasian
8076,2019,Democrat,Caucasian
8077,2019,Independent,Caucasian
8078,2019,Independent,Caucasian
8079,2019,Democrat,Caucasian
8080,2019,Republican,Caucasian
8081,2019,Independent,Caucasian
8082,2019,Republican,Caucasian
8083,2019,Democrat,Caucasian
8084,2019,Democrat,Caucasian
8085,2019,Independent,Caucasian
8086,2019,Republican,Caucasian
8087,2019,Republican,Caucasian
8088,2019,Republican,Caucasian
8089,2019,Democrat,Caucasian
8090,2019,Democrat,Caucasian
8091,2019,Democrat,Caucasian
8092,2019,Democrat,Caucasian
8093,2019,Republican,Caucasian
8094,2019,Democrat,Caucasian
8095,2019,Republican,Caucasian
8096,2019,Democrat,Caucasian
8097,2019,Republican,Caucasian
8098,2019,Democrat,Caucasian
8099,2019,Independent,Caucasian
8100,2019,Independent,Caucasian
8101,2019,Democrat,Caucasian
8102,2019,Republican,Caucasian
8103,2019,Democrat,Caucasian
8104,2019,Democrat,Caucasian
8105,2019,Democrat,Caucasian
8106,2019,Democrat,Caucasian
8107,2019,Democrat,Caucasian
8108,2019,Republican,Caucasian
8109,2019,Democrat,Caucasian
8110,2019,Independent,Caucasian
8111,2019,Independent,Caucasian
8112,2019,Unsure/Refused,Caucasian
8113,2019,Republican,Caucasian
8114,2019,Republican,Caucasian
8115,2019,Democrat,Caucasian
8116,2019,Republican,Caucasian
8117,2019,Independent,Caucasian
8118,2019,Democrat,Caucasian
8119,2019,Democrat,Caucasian
8120,2019,Republican,Caucasian
8121,2019,Independent,Caucasian
8122,2019,Independent,Caucasian
8123,2019,Democrat,Caucasian
8124,2019,Republican,Caucasian
8125,2019,Independent,Caucasian
8126,2019,Democrat,Caucasian
8127,2019,Independent,Caucasian
8128,2019,Republican,Caucasian
8129,2019,Independent,Caucasian
8130,2019,Republican,Caucasian
8131,2019,Democrat,Caucasian
8132,2019,Independent,Caucasian
8133,2019,Republican,Caucasian
8134,2019,Republican,Caucasian
8135,2019,Democrat,Caucasian
8136,2019,Democrat,Caucasian
8137,2019,Unsure/Refused,Caucasian
8138,2019,Democrat,Caucasian
8139,2019,Republican,Caucasian
8140,2019,Democrat,Caucasian
8141,2019,Independent,Caucasian
8142,2019,Independent,Caucasian
8143,2019,Democrat,Caucasian
8144,2019,Independent,Caucasian
8145,2019,Independent,Caucasian
8146,2019,Republican,Caucasian
8147,2019,Democrat,Caucasian
8148,2019,Democrat,Caucasian
8149,2019,Independent,Caucasian
8150,2019,Independent,Caucasian
8151,2019,Democrat,Caucasian
8152,2019,Independent,Caucasian
8153,2019,Democrat,Caucasian
8154,2019,Democrat,Caucasian
8155,2019,Republican,Caucasian
8156,2019,Independent,Caucasian
8157,2019,Independent,Caucasian
8158,2019,Republican,Caucasian
8159,2019,Democrat,Caucasian
8160,2019,Republican,Caucasian
8161,2019,Democrat,Caucasian
8162,2019,Independent,Caucasian
8163,2019,Republican,Caucasian
8164,2019,Independent,Caucasian
8165,2019,Republican,Caucasian
8166,2019,Democrat,Caucasian
8167,2019,Democrat,Caucasian
8168,2019,Democrat,Caucasian
8169,2019,Democrat,Caucasian
8170,2019,Independent,Caucasian
8171,2019,Republican,Caucasian
8172,2019,Independent,Caucasian
8173,2019,Independent,Caucasian
8174,2019,Democrat,Caucasian
8175,2019,Democrat,Caucasian
8176,2019,Republican,Caucasian
8177,2019,Republican,Caucasian
8178,2019,Independent,Caucasian
8179,2019,Democrat,Caucasian
8180,2019,Republican,Caucasian
8181,2019,Republican,Caucasian
8182,2019,Republican,Caucasian
8183,2019,Independent,Caucasian
8184,2019,Republican,Caucasian
8185,2019,Republican,Caucasian
8186,2019,Democrat,Caucasian
8187,2019,Democrat,Caucasian
8188,2019,Republican,Caucasian
8189,2019,Republican,Caucasian
8190,2019,Independent,Caucasian
8191,2019,Republican,Caucasian
8192,2019,Republican,Caucasian
8193,2019,Democrat,Caucasian
8194,2019,Republican,Caucasian
8195,2019,Independent,Caucasian
8196,2019,Independent,Caucasian
8197,2019,Republican,Caucasian
8198,2019,Independent,Caucasian
8199,2019,Independent,Caucasian
8200,2019,Independent,Caucasian
8201,2019,Independent,Caucasian
8202,2019,Democrat,Caucasian
8203,2019,Republican,Caucasian
8204,2019,Democrat,Caucasian
8205,2019,Democrat,Caucasian
8206,2019,Republican,Caucasian
8207,2019,Republican,Caucasian
8208,2019,Democrat,Caucasian
8209,2019,Unsure/Refused,Caucasian
8210,2019,Democrat,Caucasian
8211,2019,Democrat,Caucasian
8212,2019,Independent,Caucasian
